Image,Class ID,Confidence,x_center,y_center,width,height
@yetenaweg_706.jpg,56,0.309089,0.609375,0.628646,0.021875,0.084375
@yetenaweg_706.jpg,73,0.31424,0.391797,0.913021,0.0804688,0.084375
@yetenaweg_706.jpg,0,0.326637,0.130469,0.551042,0.0625,0.0875
@yetenaweg_706.jpg,26,0.329627,0.960938,0.65625,0.0390625,0.075
@yetenaweg_706.jpg,56,0.380266,0.299609,0.558333,0.0414063,0.075
@yetenaweg_706.jpg,56,0.395018,0.0929687,0.667708,0.0921875,0.160417
@yetenaweg_706.jpg,56,0.404838,0.616797,0.709375,0.0710938,0.0645833
@yetenaweg_706.jpg,0,0.40701,0.655859,0.603125,0.0882813,0.14375
@yetenaweg_706.jpg,0,0.443539,0.0613281,0.530208,0.0523437,0.0916667
@yetenaweg_706.jpg,0,0.447119,0.110156,0.542708,0.0609375,0.0833333
@yetenaweg_706.jpg,56,0.471035,0.397656,0.568229,0.046875,0.128125
@yetenaweg_706.jpg,0,0.53637,0.760156,0.564583,0.0828125,0.108333
@yetenaweg_706.jpg,0,0.549324,0.567578,0.592708,0.0679687,0.160417
@yetenaweg_706.jpg,0,0.598027,0.864844,0.55625,0.101562,0.147917
@yetenaweg_706.jpg,0,0.627662,0.16875,0.576563,0.0734375,0.136458
@yetenaweg_706.jpg,56,0.653961,0.182031,0.635417,0.090625,0.16875
@yetenaweg_706.jpg,56,0.695305,0.694141,0.573438,0.0570313,0.0552083
@yetenaweg_706.jpg,56,0.717572,0.604297,0.781771,0.0492188,0.182292
@yetenaweg_706.jpg,0,0.718078,0.0347656,0.774479,0.0695312,0.444792
@yetenaweg_706.jpg,63,0.729963,0.540234,0.908854,0.227344,0.180208
@yetenaweg_706.jpg,0,0.767252,0.521484,0.722396,0.141406,0.298958
@yetenaweg_706.jpg,63,0.786759,0.290234,0.806771,0.155469,0.123958
@yetenaweg_706.jpg,0,0.815078,0.330078,0.694271,0.191406,0.244792
@yetenaweg_706.jpg,56,0.821136,0.427734,0.738021,0.0726563,0.178125
@yetenaweg_706.jpg,0,0.844139,0.690625,0.8,0.164062,0.385417
@yetenaweg_706.jpg,0,0.891641,0.875781,0.782292,0.248437,0.435417
@lobelia4cosmetics_14610.jpg,39,0.362377,0.628516,0.549609,0.194531,0.455469
@lobelia4cosmetics_14610.jpg,75,0.771509,0.114844,0.749219,0.107813,0.323438
@EAHCI_2201.jpg,62,0.316724,0.41,0.425,0.588,0.61
@EAHCI_2201.jpg,63,0.504435,0.56,0.533,0.772,0.842
@EAHCI_2201.jpg,65,0.516457,0.579,0.771,0.702,0.286
@EAHCI_2527.jpg,0,0.306087,0.714815,0.671296,0.0518519,0.153704
@EAHCI_2527.jpg,0,0.320844,0.588426,0.673148,0.0416667,0.172222
@EAHCI_2527.jpg,0,0.330038,0.540278,0.674537,0.0527778,0.173148
@EAHCI_2527.jpg,0,0.379439,0.670833,0.675926,0.0546296,0.166667
@EAHCI_2527.jpg,25,0.437726,0.108796,0.0810185,0.213889,0.158333
@EAHCI_2527.jpg,0,0.450029,0.631481,0.668519,0.0481481,0.183333
@EAHCI_2527.jpg,0,0.478736,0.484722,0.673611,0.0527778,0.175
@EAHCI_2527.jpg,0,0.516527,0.719444,0.88287,0.0481481,0.199074
@EAHCI_2527.jpg,0,0.599338,0.678241,0.882407,0.062037,0.198148
@EAHCI_2527.jpg,0,0.650279,0.762037,0.878704,0.0592593,0.216667
@EAHCI_2527.jpg,0,0.716785,0.936111,0.882407,0.0796296,0.216667
@EAHCI_2527.jpg,0,0.765434,0.227315,0.337037,0.45463,0.427778
@EAHCI_2527.jpg,0,0.780592,0.881481,0.890278,0.062963,0.213889
@EAHCI_2527.jpg,0,0.821157,0.818981,0.880093,0.0731481,0.223148
@DoctorsET_476.jpg,49,0.476855,0.603125,0.833333,0.040625,0.0777778
@DoctorsET_476.jpg,49,0.642176,0.644922,0.878472,0.0773437,0.0986111
@DoctorsET_476.jpg,41,0.675681,0.180469,0.902778,0.0796875,0.166667
@DoctorsET_476.jpg,0,0.915616,0.592969,0.550694,0.3875,0.7625
@lobelia4cosmetics_14191.jpg,0,0.301428,0.560547,0.738281,0.0585938,0.146484
@lobelia4cosmetics_14191.jpg,0,0.397497,0.550781,0.714844,0.0371094,0.113281
@lobelia4cosmetics_14191.jpg,39,0.552931,0.648438,0.568848,0.246094,0.538086
@lobelia4cosmetics_14191.jpg,0,0.580514,0.581543,0.753418,0.0712891,0.129883
@lobelia4cosmetics_14191.jpg,0,0.585273,0.472656,0.684082,0.105469,0.295898
@lobelia4cosmetics_14191.jpg,0,0.647013,0.623535,0.727051,0.0732422,0.137695
@lobelia4cosmetics_14191.jpg,0,0.783029,0.391113,0.633301,0.0986328,0.178711
@lobelia4cosmetics_14191.jpg,0,0.837816,0.30127,0.658691,0.133789,0.143555
@EAHCI_2591.jpg,66,0.581164,0.871681,0.914062,0.154867,0.0671875
@EAHCI_2591.jpg,62,0.806805,0.931416,0.779688,0.134956,0.140625
@yetenaweg_343.jpg,0,0.738406,0.190833,0.165,0.235,0.256667
@yetenaweg_343.jpg,27,0.838319,0.198333,0.255,0.05,0.06
@DoctorsET_41.jpg,63,0.273724,0.449161,0.652138,0.0612043,0.0838816
@DoctorsET_41.jpg,41,0.428702,0.508391,0.708882,0.047384,0.108553
@DoctorsET_41.jpg,27,0.55194,0.93386,0.553454,0.0276407,0.103618
@DoctorsET_41.jpg,41,0.571921,0.598717,0.703947,0.0503455,0.108553
@DoctorsET_41.jpg,41,0.844123,0.391905,0.699013,0.047384,0.101974
@DoctorsET_41.jpg,0,0.861078,0.509378,0.625,0.262586,0.726974
@DoctorsET_41.jpg,0,0.902473,0.151037,0.630757,0.302073,0.715461
@DoctorsET_41.jpg,0,0.929482,0.888944,0.622533,0.222113,0.722039
@EAHCI_1800.jpg,0,0.568925,0.28,0.495,0.56,0.983333
@lobelia4cosmetics_14288.jpg,42,0.258615,0.730833,0.753333,0.203333,0.18
@lobelia4cosmetics_14288.jpg,54,0.31281,0.55375,0.850833,0.0808333,0.095
@lobelia4cosmetics_14288.jpg,54,0.39035,0.37375,0.808333,0.0725,0.0766667
@lobelia4cosmetics_14288.jpg,74,0.653353,0.48875,0.389583,0.4825,0.4875
@yetenaweg_693.jpg,0,0.333504,0.242188,0.521094,0.332812,0.470313
@DoctorsET_12.jpg,27,0.601843,0.526563,0.386111,0.0484375,0.0916667
@DoctorsET_12.jpg,0,0.88746,0.532422,0.504861,0.286719,0.868056
@EAHCI_1622.jpg,67,0.372438,0.105556,0.83,0.197778,0.333333
@EAHCI_1622.jpg,0,0.532462,0.52,0.491667,0.893333,0.976667
@yetenaweg_869.jpg,49,0.291437,0.494922,0.757812,0.100781,0.090625
@yetenaweg_869.jpg,41,0.324093,0.241016,0.778125,0.111719,0.133333
@yetenaweg_869.jpg,67,0.520447,0.750781,0.761979,0.0859375,0.0739583
@yetenaweg_869.jpg,0,0.928663,0.183594,0.663021,0.284375,0.667708
@yetenaweg_869.jpg,0,0.947308,0.833984,0.639583,0.330469,0.710417
@yetenaweg_869.jpg,0,0.948245,0.482422,0.596354,0.341406,0.807292
@EAHCI_2498.jpg,67,0.297133,0.768805,0.302344,0.161504,0.0875
@EAHCI_2498.jpg,0,0.306154,0.117257,0.336328,0.0553097,0.0492188
@EAHCI_2498.jpg,32,0.325834,0.0110619,0.613281,0.0221239,0.015625
@EAHCI_2498.jpg,63,0.568179,0.705199,0.217578,0.0763274,0.0664062
@EAHCI_2498.jpg,62,0.753758,0.840708,0.198828,0.232301,0.135156
@EAHCI_2498.jpg,0,0.774812,0.678097,0.238281,0.349558,0.279687
@EAHCI_2436.jpg,0,0.250017,0.863385,0.252734,0.0674779,0.0664062
@EAHCI_2436.jpg,0,0.255057,0.969027,0.210547,0.0553097,0.164844
@EAHCI_2436.jpg,0,0.292554,0.433628,0.0980469,0.103982,0.167969
@EAHCI_2436.jpg,0,0.320573,0.893805,0.0609375,0.050885,0.034375
@EAHCI_2436.jpg,0,0.353365,0.409292,0.175,0.134956,0.0828125
@EAHCI_2436.jpg,0,0.415684,0.53927,0.113672,0.151549,0.207031
@EAHCI_2436.jpg,0,0.460613,0.275442,0.0933594,0.123894,0.185156
@EAHCI_2436.jpg,0,0.534951,0.661504,0.145313,0.10177,0.210938
@EAHCI_2436.jpg,0,0.677396,0.0575221,0.129297,0.115044,0.253906
@EAHCI_2436.jpg,0,0.70648,0.170907,0.0914062,0.136062,0.170312
@EAHCI_1950.jpg,63,0.255635,0.67945,0.549296,0.105644,0.0588988
@EAHCI_1950.jpg,0,0.260056,0.468162,0.279129,0.0477569,0.0819462
@EAHCI_1950.jpg,63,0.273171,0.675109,0.546095,0.157742,0.239437
@EAHCI_1950.jpg,26,0.27904,0.803184,0.587068,0.0868307,0.049936
@EAHCI_1950.jpg,73,0.306524,0.200434,0.581306,0.111433,0.0793854
@EAHCI_1950.jpg,0,0.310106,0.600579,0.441101,0.107091,0.390525
@EAHCI_1950.jpg,0,0.313602,0.872648,0.340589,0.0694645,0.133163
@EAHCI_1950.jpg,63,0.338469,0.476845,0.603073,0.10275,0.0614597
@EAHCI_1950.jpg,0,0.446284,0.607091,0.306658,0.0853835,0.113956
@EAHCI_1950.jpg,0,0.496574,0.798119,0.395647,0.146165,0.253521
@EAHCI_1950.jpg,0,0.533361,0.691028,0.384123,0.10275,0.209987
@EAHCI_1950.jpg,0,0.568273,0.675109,0.546095,0.157742,0.239437
@EAHCI_1950.jpg,0,0.589258,0.798842,0.547375,0.13314,0.247119
@EAHCI_1950.jpg,0,0.627833,0.301013,0.418694,0.144718,0.335467
@EAHCI_1950.jpg,0,0.648138,0.43343,0.427017,0.143271,0.323944
@EAHCI_1950.jpg,0,0.693191,0.147612,0.369398,0.185239,0.326504
@EAHCI_1950.jpg,0,0.776454,0.523878,0.448143,0.136035,0.402049
@EAHCI_1950.jpg,0,0.816473,0.929088,0.494878,0.138929,0.372599
@EAHCI_1950.jpg,0,0.842636,0.146889,0.591549,0.241679,0.338028
@EAHCI_1950.jpg,0,0.863705,0.3589,0.585147,0.191027,0.297055
@DoctorsET_772.jpg,0,0.896542,0.348437,0.516667,0.390625,0.966667
@DoctorsET_772.jpg,0,0.919637,0.821094,0.559028,0.234375,0.851389
@EAHCI_1859.jpg,0,0.442176,0.856952,0.10875,0.272727,0.2175
@EAHCI_1859.jpg,0,0.450811,0.36631,0.6175,0.71123,0.7425
@EAHCI_1859.jpg,0,0.602493,0.439171,0.326875,0.501337,0.48375
@EAHCI_1859.jpg,0,0.717831,0.669786,0.27,0.176471,0.3575
@EAHCI_1859.jpg,0,0.759597,0.279412,0.149375,0.187166,0.23125
@EAHCI_1859.jpg,0,0.761743,0.0842246,0.371875,0.168449,0.36875
@EAHCI_1859.jpg,0,0.806412,0.83623,0.53625,0.322193,0.9275
@DoctorsET_814.jpg,41,0.656813,0.708984,0.7375,0.0804688,0.175
@DoctorsET_814.jpg,0,0.886044,0.343359,0.558333,0.350781,0.883333
@EAHCI_2127.jpg,0,0.260041,0.633984,0.408854,0.0445312,0.0864583
@EAHCI_2127.jpg,39,0.265319,0.226953,0.438021,0.0164062,0.059375
@EAHCI_2127.jpg,41,0.301685,0.181641,0.463021,0.0179687,0.0489583
@EAHCI_2127.jpg,39,0.348022,0.182031,0.464583,0.0171875,0.0479167
@EAHCI_2127.jpg,0,0.385679,0.576953,0.410937,0.0539063,0.113542
@EAHCI_2127.jpg,56,0.392332,0.535156,0.55625,0.1,0.0604167
@EAHCI_2127.jpg,56,0.398266,0.369922,0.6875,0.146094,0.322917
@EAHCI_2127.jpg,60,0.430146,0.196484,0.515625,0.182031,0.23125
@EAHCI_2127.jpg,60,0.468427,0.483984,0.921354,0.905469,0.153125
@EAHCI_2127.jpg,56,0.479601,0.373047,0.567187,0.121094,0.0802083
@EAHCI_2127.jpg,56,0.506753,0.0316406,0.514583,0.0289063,0.0916667
@EAHCI_2127.jpg,39,0.527336,0.433984,0.471354,0.0164062,0.0572917
@EAHCI_2127.jpg,39,0.530745,0.441797,0.560417,0.0210938,0.0854167
@EAHCI_2127.jpg,0,0.559373,0.0953125,0.549479,0.14375,0.298958
@EAHCI_2127.jpg,26,0.588435,0.894531,0.880208,0.210938,0.229167
@EAHCI_2127.jpg,56,0.594707,0.040625,0.626042,0.0765625,0.24375
@EAHCI_2127.jpg,0,0.611143,0.183594,0.405208,0.084375,0.114583
@EAHCI_2127.jpg,56,0.62164,0.678906,0.478125,0.0296875,0.075
@EAHCI_2127.jpg,0,0.683227,0.617188,0.480729,0.115625,0.190625
@EAHCI_2127.jpg,0,0.686171,0.525781,0.485417,0.115625,0.15625
@EAHCI_2127.jpg,0,0.701236,0.2,0.308854,0.053125,0.0989583
@EAHCI_2127.jpg,56,0.707648,0.667188,0.544792,0.0765625,0.0625
@EAHCI_2127.jpg,0,0.717769,0.498047,0.692708,0.211719,0.285417
@EAHCI_2127.jpg,0,0.762537,0.0601562,0.446354,0.0796875,0.192708
@EAHCI_2127.jpg,0,0.763673,0.373828,0.471354,0.133594,0.163542
@EAHCI_2127.jpg,62,0.789976,0.319141,0.219271,0.117969,0.111458
@EAHCI_2127.jpg,39,0.792755,0.588281,0.560417,0.021875,0.1
@EAHCI_2127.jpg,56,0.835422,0.51875,0.816146,0.209375,0.119792
@EAHCI_2127.jpg,56,0.872745,0.778125,0.761458,0.15,0.15
@EAHCI_2127.jpg,0,0.877987,0.857813,0.621875,0.139062,0.345833
@EAHCI_2127.jpg,56,0.883882,0.158594,0.753125,0.175,0.31875
@EAHCI_2127.jpg,0,0.900635,0.723047,0.645312,0.224219,0.398958
@lobelia4cosmetics_14915.jpg,29,0.487872,0.9175,0.67451,0.119,0.075817
@EAHCI_2414.jpg,9,0.287944,0.501657,0.407422,0.468508,0.366406
@lobelia4cosmetics_14398.jpg,0,0.861932,0.628225,0.590234,0.240031,0.299219
@yetenaweg_866.jpg,13,0.262336,0.775,0.651953,0.370313,0.322656
@yetenaweg_866.jpg,0,0.897957,0.717578,0.519922,0.477344,0.553906
@lobelia4cosmetics_15138.jpg,32,0.257342,0.891111,0.626667,0.0977778,0.0533333
@yetenaweg_487.jpg,29,0.386927,0.413086,0.692578,0.806641,0.263281
@EAHCI_1731.jpg,0,0.468593,0.149134,0.447892,0.298269,0.571201
@EAHCI_1731.jpg,0,0.50478,0.659121,0.629674,0.663116,0.740652
@EAHCI_1731.jpg,0,0.817125,0.44474,0.422832,0.364847,0.392204
@EAHCI_1731.jpg,0,0.87579,0.84221,0.316627,0.299601,0.280032
@DoctorsET_273.jpg,0,0.311925,0.171387,0.655469,0.0400391,0.0421875
@DoctorsET_273.jpg,0,0.317074,0.300781,0.65,0.0371094,0.0421875
@DoctorsET_273.jpg,0,0.333403,0.402832,0.648047,0.0400391,0.0460938
@DoctorsET_273.jpg,0,0.343196,0.125,0.648047,0.0351562,0.0429688
@DoctorsET_273.jpg,0,0.4607,0.358398,0.658594,0.046875,0.053125
@DoctorsET_273.jpg,0,0.475279,0.247559,0.671484,0.0458984,0.0523437
@DoctorsET_273.jpg,0,0.560788,0.471191,0.652344,0.0341797,0.04375
@DoctorsET_273.jpg,0,0.590355,0.0541992,0.675781,0.0478516,0.0546875
@DoctorsET_273.jpg,0,0.611839,0.172852,0.726953,0.0644531,0.0867188
@DoctorsET_273.jpg,0,0.617436,0.444336,0.695703,0.0488281,0.0585938
@DoctorsET_273.jpg,0,0.628627,0.376953,0.767187,0.0742188,0.0953125
@DoctorsET_273.jpg,0,0.756553,0.274902,0.775,0.0751953,0.0875
@DoctorsET_273.jpg,0,0.796365,0.412109,0.864844,0.105469,0.129688
@yetenaweg_761.jpg,74,0.422911,0.66875,0.95252,0.04375,0.066823
@EAHCI_1976.jpg,0,0.318071,0.894271,0.941406,0.196875,0.110937
@EAHCI_1976.jpg,39,0.424663,0.184375,0.396875,0.05625,0.109375
@EAHCI_1976.jpg,39,0.441949,0.501562,0.572266,0.0885417,0.0945313
@EAHCI_1976.jpg,39,0.553916,0.144792,0.394141,0.0458333,0.114844
@EAHCI_1976.jpg,39,0.628152,0.113542,0.390234,0.0375,0.108594
@EAHCI_1976.jpg,0,0.775896,0.289062,0.682813,0.578125,0.634375
@EAHCI_1976.jpg,62,0.829585,0.75,0.340234,0.464583,0.419531
@EAHCI_1806.jpg,46,0.250988,0.563095,0.463333,0.245238,0.32
@EAHCI_1806.jpg,56,0.25932,0.383333,0.6825,0.109524,0.085
@EAHCI_1806.jpg,0,0.272164,0.592857,0.471667,0.3,0.343333
@EAHCI_1806.jpg,0,0.483975,0.255952,0.515833,0.32619,0.301667
@DoctorsET_264.jpg,63,0.398639,0.392399,0.700658,0.0463968,0.101974
@DoctorsET_264.jpg,41,0.409159,0.508884,0.708882,0.0463968,0.108553
@DoctorsET_264.jpg,41,0.427254,0.598717,0.705592,0.0503455,0.105263
@DoctorsET_264.jpg,63,0.478673,0.449161,0.652138,0.0631787,0.0838816
@DoctorsET_264.jpg,27,0.561542,0.93386,0.552632,0.0256663,0.0986842
@DoctorsET_264.jpg,41,0.737525,0.393386,0.699836,0.0463968,0.100329
@DoctorsET_264.jpg,0,0.8481,0.51234,0.625,0.260612,0.730263
@DoctorsET_264.jpg,0,0.89657,0.153998,0.632401,0.304047,0.722039
@DoctorsET_264.jpg,0,0.917373,0.888944,0.622533,0.222113,0.722039
@yetenaweg_462.jpg,0,0.918626,0.76997,0.24375,0.340748,0.259375
@lobelia4cosmetics_14719.jpg,39,0.446347,0.477619,0.483333,0.37619,0.717143
@EAHCI_1646.jpg,73,0.259669,0.16713,0.651852,0.134259,0.158025
@EAHCI_1646.jpg,25,0.288326,0.921296,0.30679,0.155556,0.119753
@EAHCI_1646.jpg,0,0.293534,0.318519,0.412963,0.0611111,0.164198
@EAHCI_1646.jpg,26,0.34842,0.627778,0.618519,0.062963,0.108642
@EAHCI_1646.jpg,0,0.37061,0.39213,0.38642,0.0527778,0.153086
@EAHCI_1646.jpg,0,0.374744,0.824074,0.449383,0.0740741,0.251852
@EAHCI_1646.jpg,0,0.386608,0.487037,0.395679,0.0574074,0.137037
@EAHCI_1646.jpg,0,0.398377,0.923148,0.677778,0.15,0.634568
@EAHCI_1646.jpg,0,0.587314,0.702778,0.387654,0.0555556,0.125926
@EAHCI_1646.jpg,0,0.606622,0.368981,0.674074,0.119444,0.619753
@EAHCI_1646.jpg,0,0.629971,0.8625,0.672222,0.137963,0.630864
@EAHCI_1646.jpg,0,0.682896,0.455093,0.659259,0.110185,0.609877
@EAHCI_1646.jpg,0,0.688231,0.66713,0.657407,0.112037,0.598765
@EAHCI_1646.jpg,0,0.690545,0.561111,0.660494,0.148148,0.654321
@EAHCI_1646.jpg,0,0.731558,0.752778,0.659259,0.109259,0.577778
@EAHCI_1646.jpg,0,0.838508,0.259259,0.674074,0.155556,0.649383
@EAHCI_1646.jpg,0,0.850272,0.116204,0.659877,0.225,0.67284
@yetenaweg_825.jpg,42,0.700683,0.0361111,0.106019,0.0722222,0.106481
@EAHCI_2520.jpg,0,0.835684,0.564844,0.545549,0.74375,0.828157
@EAHCI_2520.jpg,27,0.915831,0.533984,0.787267,0.108594,0.303313
@EAHCI_1748.jpg,67,0.500699,0.429,0.536,0.49,0.884
@EAHCI_2435.jpg,66,0.378702,0.493981,0.761511,0.987963,0.451004
@EAHCI_2553.jpg,0,0.37877,0.738889,0.695833,0.5,0.608333
@lobelia4cosmetics_14623.jpg,39,0.305353,0.343333,0.510417,0.288333,0.9225
@yetenaweg_342.jpg,27,0.425503,0.164167,0.270833,0.0316667,0.0183333
@yetenaweg_342.jpg,0,0.569961,0.1775,0.175833,0.208333,0.205
@lobelia4cosmetics_14701.jpg,47,0.270616,0.58935,0.237365,0.0812274,0.0631769
@lobelia4cosmetics_14701.jpg,47,0.307676,0.331227,0.240072,0.0848375,0.0541516
@lobelia4cosmetics_14701.jpg,49,0.350895,0.420578,0.233755,0.0974729,0.0631769
@lobelia4cosmetics_14701.jpg,49,0.536241,0.65704,0.23556,0.0722022,0.0631769
@yetenaweg_865.jpg,0,0.364619,0.157715,0.19375,0.313477,0.385938
@yetenaweg_865.jpg,0,0.496149,0.628418,0.526563,0.204102,0.385938
@yetenaweg_865.jpg,0,0.719363,0.32959,0.478516,0.655273,0.875781
@EAHCI_2563.jpg,62,0.366161,0.187845,0.55,0.358011,0.225
@EAHCI_2563.jpg,0,0.680683,0.848066,0.05625,0.124862,0.110937
@EAHCI_2563.jpg,0,0.680736,0.849724,0.212109,0.123757,0.122656
@EAHCI_2563.jpg,0,0.690615,0.274586,0.674219,0.253039,0.325
@lobelia4cosmetics_14634.jpg,49,0.255886,0.854008,0.405804,0.169847,0.0901786
@lobelia4cosmetics_14634.jpg,49,0.338239,0.23855,0.332143,0.164122,0.0625
@lobelia4cosmetics_14634.jpg,49,0.377175,0.358302,0.319196,0.165076,0.0741071
@lobelia4cosmetics_14634.jpg,49,0.377693,0.737118,0.426786,0.121183,0.0714286
@lobelia4cosmetics_14323.jpg,55,0.316745,0.232083,0.7025,0.1075,0.108333
@yetenaweg_390.jpg,0,0.757404,0.827222,0.648148,0.212222,0.222222
@yetenaweg_390.jpg,0,0.801098,0.523333,0.651852,0.211111,0.211111
@yetenaweg_390.jpg,0,0.841722,0.191111,0.652315,0.242222,0.217593
@yetenaweg_390.jpg,27,0.849463,0.249444,0.475,0.0411111,0.0574074
@yetenaweg_390.jpg,0,0.864201,0.256111,0.397222,0.227778,0.214815
@lobelia4cosmetics_14788.jpg,42,0.258615,0.730833,0.753333,0.203333,0.18
@lobelia4cosmetics_14788.jpg,54,0.31281,0.55375,0.850833,0.0808333,0.095
@lobelia4cosmetics_14788.jpg,54,0.39035,0.37375,0.808333,0.0725,0.0766667
@lobelia4cosmetics_14788.jpg,74,0.653353,0.48875,0.389583,0.4825,0.4875
@EAHCI_2072.jpg,73,0.259669,0.16713,0.651852,0.134259,0.158025
@EAHCI_2072.jpg,25,0.288326,0.921296,0.30679,0.155556,0.119753
@EAHCI_2072.jpg,0,0.293534,0.318519,0.412963,0.0611111,0.164198
@EAHCI_2072.jpg,26,0.34842,0.627778,0.618519,0.062963,0.108642
@EAHCI_2072.jpg,0,0.37061,0.39213,0.38642,0.0527778,0.153086
@EAHCI_2072.jpg,0,0.374744,0.824074,0.449383,0.0740741,0.251852
@EAHCI_2072.jpg,0,0.386608,0.487037,0.395679,0.0574074,0.137037
@EAHCI_2072.jpg,0,0.398377,0.923148,0.677778,0.15,0.634568
@EAHCI_2072.jpg,0,0.587314,0.702778,0.387654,0.0555556,0.125926
@EAHCI_2072.jpg,0,0.606622,0.368981,0.674074,0.119444,0.619753
@EAHCI_2072.jpg,0,0.629971,0.8625,0.672222,0.137963,0.630864
@EAHCI_2072.jpg,0,0.682896,0.455093,0.659259,0.110185,0.609877
@EAHCI_2072.jpg,0,0.688231,0.66713,0.657407,0.112037,0.598765
@EAHCI_2072.jpg,0,0.690545,0.561111,0.660494,0.148148,0.654321
@EAHCI_2072.jpg,0,0.731558,0.752778,0.659259,0.109259,0.577778
@EAHCI_2072.jpg,0,0.838508,0.259259,0.674074,0.155556,0.649383
@EAHCI_2072.jpg,0,0.850272,0.116204,0.659877,0.225,0.67284
@DoctorsET_104.jpg,0,0.7789,0.515625,0.502268,0.742188,0.956916
@DoctorsET_568.jpg,27,0.386555,0.113672,0.569672,0.0585938,0.237705
@DoctorsET_568.jpg,60,0.392372,0.578906,0.775956,0.2,0.42623
@DoctorsET_568.jpg,27,0.46584,0.852734,0.476093,0.0179687,0.0642077
@DoctorsET_568.jpg,41,0.491476,0.581641,0.566257,0.0382813,0.0587432
@DoctorsET_568.jpg,41,0.500182,0.515625,0.568306,0.0296875,0.0628415
@DoctorsET_568.jpg,41,0.650009,0.644531,0.572404,0.028125,0.0601093
@DoctorsET_568.jpg,56,0.74203,0.908203,0.802596,0.117969,0.367486
@DoctorsET_568.jpg,56,0.753849,0.310547,0.771858,0.157031,0.428962
@DoctorsET_568.jpg,56,0.788592,0.0808594,0.787568,0.158594,0.405738
@DoctorsET_568.jpg,0,0.820434,0.357031,0.653005,0.192188,0.685792
@DoctorsET_568.jpg,0,0.829288,0.833203,0.646858,0.222656,0.695355
@DoctorsET_568.jpg,0,0.916773,0.151562,0.635246,0.295312,0.704918
@EAHCI_1609.jpg,0,0.276571,0.566016,0.622396,0.0476562,0.409375
@EAHCI_1609.jpg,0,0.300351,0.554688,0.500521,0.0296875,0.0989583
@EAHCI_1609.jpg,61,0.399134,0.970703,0.951042,0.0570313,0.0979167
@EAHCI_1609.jpg,27,0.444238,0.470703,0.555729,0.0304688,0.146875
@EAHCI_1609.jpg,0,0.593183,0.610156,0.654167,0.090625,0.525
@EAHCI_1609.jpg,0,0.716075,0.520312,0.629687,0.084375,0.411458
@EAHCI_1609.jpg,0,0.815746,0.664844,0.680208,0.117188,0.589583
@EAHCI_1609.jpg,0,0.819157,0.775781,0.684375,0.189063,0.620833
@EAHCI_1609.jpg,0,0.846278,0.461719,0.669271,0.13125,0.536458
@EAHCI_1609.jpg,0,0.851452,0.2125,0.703125,0.154687,0.59375
@EAHCI_1609.jpg,0,0.860392,0.148828,0.704167,0.132031,0.591667
@EAHCI_1609.jpg,0,0.898768,0.323438,0.66875,0.217187,0.660417
@yetenaweg_918.jpg,39,0.364394,0.651172,0.540104,0.0351562,0.0677083
@yetenaweg_918.jpg,39,0.496371,0.426172,0.504167,0.0289063,0.125
@yetenaweg_918.jpg,39,0.536623,0.567187,0.502083,0.0390625,0.108333
@yetenaweg_918.jpg,39,0.558557,0.450391,0.505729,0.0289063,0.117708
@yetenaweg_918.jpg,39,0.629133,0.384766,0.517708,0.0351562,0.1375
@yetenaweg_918.jpg,39,0.663386,0.647266,0.609896,0.0414063,0.182292
@yetenaweg_918.jpg,41,0.694718,0.360938,0.554688,0.025,0.0614583
@yetenaweg_918.jpg,0,0.730932,0.302734,0.450521,0.128906,0.288542
@yetenaweg_918.jpg,0,0.762396,0.40625,0.379687,0.151562,0.221875
@yetenaweg_918.jpg,0,0.76321,0.655859,0.419792,0.177344,0.360417
@yetenaweg_918.jpg,39,0.782404,0.542969,0.635938,0.034375,0.171875
@yetenaweg_918.jpg,0,0.82884,0.757422,0.619271,0.458594,0.757292
@yetenaweg_918.jpg,0,0.910919,0.258984,0.656771,0.421094,0.684375
@EAHCI_2173.jpg,73,0.267317,0.16713,0.652469,0.134259,0.159259
@EAHCI_2173.jpg,25,0.278094,0.921759,0.30679,0.15463,0.119753
@EAHCI_2173.jpg,0,0.289618,0.318519,0.412963,0.0611111,0.164198
@EAHCI_2173.jpg,26,0.350011,0.627778,0.618519,0.062963,0.108642
@EAHCI_2173.jpg,0,0.363817,0.39213,0.38642,0.0527778,0.153086
@EAHCI_2173.jpg,0,0.373228,0.824074,0.45,0.0740741,0.253086
@EAHCI_2173.jpg,0,0.377286,0.487037,0.395679,0.0574074,0.137037
@EAHCI_2173.jpg,0,0.392464,0.922685,0.677778,0.150926,0.634568
@EAHCI_2173.jpg,0,0.590247,0.703241,0.387654,0.0564815,0.125926
@EAHCI_2173.jpg,0,0.606514,0.369444,0.674074,0.118519,0.619753
@EAHCI_2173.jpg,0,0.630233,0.8625,0.672222,0.137963,0.630864
@EAHCI_2173.jpg,0,0.681004,0.455093,0.658642,0.110185,0.611111
@EAHCI_2173.jpg,0,0.687402,0.66713,0.658025,0.112037,0.597531
@EAHCI_2173.jpg,0,0.694565,0.561111,0.661111,0.148148,0.653086
@EAHCI_2173.jpg,0,0.728498,0.752778,0.659259,0.109259,0.577778
@EAHCI_2173.jpg,0,0.84112,0.259259,0.674691,0.155556,0.648148
